order,slot_id,name,variant_count,mission_ids,level,score,primary_service,family,red,yellow,green
132,129,Multi vehicle RTC,2,129 129/a,4,22.97,fire,collision,assets/icons/red/0132--129--multi-vehicle-rtc.png,assets/icons/yellow/0132--129--multi-vehicle-rtc.png,assets/icons/green/0132--129--multi-vehicle-rtc.png
133,130,Multi vehicle RTC entrapment,2,130 130/a,4,30.45,fire,collision,assets/icons/red/0133--130--multi-vehicle-rtc-entrapment.png,assets/icons/yellow/0133--130--multi-vehicle-rtc-entrapment.png,assets/icons/green/0133--130--multi-vehicle-rtc-entrapment.png
134,131,HGV Lost its load,1,131,2,9.2,fire,fire,assets/icons/red/0134--131--hgv-lost-its-load.png,assets/icons/yellow/0134--131--hgv-lost-its-load.png,assets/icons/green/0134--131--hgv-lost-its-load.png
135,132,HGV Lost its load (Livestock),1,132,3,12.77,fire,animal,assets/icons/red/0135--132--hgv-lost-its-load-livestock.png,assets/icons/yellow/0135--132--hgv-lost-its-load-livestock.png,assets/icons/green/0135--132--hgv-lost-its-load-livestock.png
136,133,HGV Lost its load (milk),1,133,3,17.3,fire,fire,assets/icons/red/0136--133--hgv-lost-its-load-milk.png,assets/icons/yellow/0136--133--hgv-lost-its-load-milk.png,assets/icons/green/0136--133--hgv-lost-its-load-milk.png
137,134,Goods Train Fire,4,134 134/a 134/b 134/ab,4,26.07,fire,rail,assets/icons/red/0137--134--goods-train-fire.png,assets/icons/yellow/0137--134--goods-train-fire.png,assets/icons/green/0137--134--goods-train-fire.png
138,135,Goods Train Fire,0,,3,0.0,mixed,rail,assets/icons/red/0138--135--goods-train-fire.png,assets/icons/yellow/0138--135--goods-train-fire.png,assets/icons/green/0138--135--goods-train-fire.png
139,136,Goods Train Fire,0,,3,0.0,mixed,rail,assets/icons/red/0139--136--goods-train-fire.png,assets/icons/yellow/0139--136--goods-train-fire.png,assets/icons/green/0139--136--goods-train-fire.png
140,137,Goods Train Fire,0,,4,0.0,mixed,rail,assets/icons/red/0140--137--goods-train-fire.png,assets/icons/yellow/0140--137--goods-train-fire.png,assets/icons/green/0140--137--goods-train-fire.png
141,138,Large Drunken Disorder,1,138,2,7.71,police,crowd,assets/icons/red/0141--138--large-drunken-disorder.png,assets/icons/yellow/0141--138--large-drunken-disorder.png,assets/icons/green/0141--138--large-drunken-disorder.png
142,139,Fire in silo,1,139,3,18.52,fire,fire,assets/icons/red/0142--139--fire-in-silo.png,assets/icons/yellow/0142--139--fire-in-silo.png,assets/icons/green/0142--139--fire-in-silo.png
143,140,Domestic Violence,1,140,3,11.3,police,crime,assets/icons/red/0143--140--domestic-violence.png,assets/icons/yellow/0143--140--domestic-violence.png,assets/icons/green/0143--140--domestic-violence.png
144,141,Choking,1,141,3,11.54,ambulance,medical,assets/icons/red/0144--141--choking.png,assets/icons/yellow/0144--141--choking.png,assets/icons/green/0144--141--choking.png
145,142,Barn fire,1,142,3,12.09,fire,fire,assets/icons/red/0145--142--barn-fire.png,assets/icons/yellow/0145--142--barn-fire.png,assets/icons/green/0145--142--barn-fire.png
146,143,Stuck Climber,2,143 143/a,4,21.59,fire,rescue,assets/icons/red/0146--143--stuck-climber.png,assets/icons/yellow/0146--143--stuck-climber.png,assets/icons/green/0146--143--stuck-climber.png
147,144,Threatening an official,1,144,2,8.23,police,police,assets/icons/red/0147--144--threatening-an-official.png,assets/icons/yellow/0147--144--threatening-an-official.png,assets/icons/green/0147--144--threatening-an-official.png
148,145,Fire in an office building - Major Incident,2,145 145/a,5,71.27,fire,fire,assets/icons/red/0148--145--fire-in-an-office-building-major-incident.png,assets/icons/yellow/0148--145--fire-in-an-office-building-major-incident.png,assets/icons/green/0148--145--fire-in-an-office-building-major-incident.png
149,146,Injured person on high voltage mast,2,146 146/a,3,15.9,ambulance,medical,assets/icons/red/0149--146--injured-person-on-high-voltage-mast.png,assets/icons/yellow/0149--146--injured-person-on-high-voltage-mast.png,assets/icons/green/0149--146--injured-person-on-high-voltage-mast.png
150,147,Spinal injury,1,147,2,5.01,ambulance,medical,assets/icons/red/0150--147--spinal-injury.png,assets/icons/yellow/0150--147--spinal-injury.png,assets/icons/green/0150--147--spinal-injury.png
151,148,Partial collapse of the building,0,,3,0.0,mixed,collapse,assets/icons/red/0151--148--partial-collapse-of-the-building.png,assets/icons/yellow/0151--148--partial-collapse-of-the-building.png,assets/icons/green/0151--148--partial-collapse-of-the-building.png
152,149,Building collapse,4,149 149-0 149-1 149-2,5,66.98,fire,collapse,assets/icons/red/0152--149--building-collapse.png,assets/icons/yellow/0152--149--building-collapse.png,assets/icons/green/0152--149--building-collapse.png
153,150,3rd degree burns,1,150,2,5.12,ambulance,medical,assets/icons/red/0153--150--3rd-degree-burns.png,assets/icons/yellow/0153--150--3rd-degree-burns.png,assets/icons/green/0153--150--3rd-degree-burns.png
154,151,Serious head injury,1,151,2,7.11,ambulance,medical,assets/icons/red/0154--151--serious-head-injury.png,assets/icons/yellow/0154--151--serious-head-injury.png,assets/icons/green/0154--151--serious-head-injury.png
155,152,Traumatic limb amputation,1,152,2,5.1,ambulance,medical,assets/icons/red/0155--152--traumatic-limb-amputation.png,assets/icons/yellow/0155--152--traumatic-limb-amputation.png,assets/icons/green/0155--152--traumatic-limb-amputation.png
156,153,Hay shed fire - Large,1,153,4,32.1,fire,fire,assets/icons/red/0156--153--hay-shed-fire-large.png,assets/icons/yellow/0156--153--hay-shed-fire-large.png,assets/icons/green/0156--153--hay-shed-fire-large.png
157,154,Back pain,1,154,2,5.01,ambulance,medical,assets/icons/red/0157--154--back-pain.png,assets/icons/yellow/0157--154--back-pain.png,assets/icons/green/0157--154--back-pain.png
158,155,Suspicious package,1,155,3,12.48,police,eod,assets/icons/red/0158--155--suspicious-package.png,assets/icons/yellow/0158--155--suspicious-package.png,assets/icons/green/0158--155--suspicious-package.png
159,156,Heatstroke,1,156,2,4.92,ambulance,medical,assets/icons/red/0159--156--heatstroke.png,assets/icons/yellow/0159--156--heatstroke.png,assets/icons/green/0159--156--heatstroke.png
160,157,Easter egg stolen from basket,1,157,1,1.56,police,crime,assets/icons/red/0160--157--easter-egg-stolen-from-basket.png,assets/icons/yellow/0160--157--easter-egg-stolen-from-basket.png,assets/icons/green/0160--157--easter-egg-stolen-from-basket.png
161,158,Chocolate Egg heist,1,158,1,1.68,police,police,assets/icons/red/0161--158--chocolate-egg-heist.png,assets/icons/yellow/0161--158--chocolate-egg-heist.png,assets/icons/green/0161--158--chocolate-egg-heist.png
162,159,Collapsed rabbit hole,1,159,3,16.16,fire,collapse,assets/icons/red/0162--159--collapsed-rabbit-hole.png,assets/icons/yellow/0162--159--collapsed-rabbit-hole.png,assets/icons/green/0162--159--collapsed-rabbit-hole.png
163,160,Easter bunny hit by car,1,160,2,9.29,police,police,assets/icons/red/0163--160--easter-bunny-hit-by-car.png,assets/icons/yellow/0163--160--easter-bunny-hit-by-car.png,assets/icons/green/0163--160--easter-bunny-hit-by-car.png
164,161,Bulk Easter Egg pile fire,1,161,1,1.58,fire,fire,assets/icons/red/0164--161--bulk-easter-egg-pile-fire.png,assets/icons/yellow/0164--161--bulk-easter-egg-pile-fire.png,assets/icons/green/0164--161--bulk-easter-egg-pile-fire.png
165,162,Chocolate Tanker Spill,1,162,4,27.16,fire,hazmat,assets/icons/red/0165--162--chocolate-tanker-spill.png,assets/icons/yellow/0165--162--chocolate-tanker-spill.png,assets/icons/green/0165--162--chocolate-tanker-spill.png
166,163,Flashover when boiling eggs,1,163,1,3.57,fire,fire,assets/icons/red/0166--163--flashover-when-boiling-eggs.png,assets/icons/yellow/0166--163--flashover-when-boiling-eggs.png,assets/icons/green/0166--163--flashover-when-boiling-eggs.png
167,164,Easter market fair,1,164,4,22.07,police,police,assets/icons/red/0167--164--easter-market-fair.png,assets/icons/yellow/0167--164--easter-market-fair.png,assets/icons/green/0167--164--easter-market-fair.png
168,165,Easter Egg lorry crash,1,165,3,13.03,fire,collision,assets/icons/red/0168--165--easter-egg-lorry-crash.png,assets/icons/yellow/0168--165--easter-egg-lorry-crash.png,assets/icons/green/0168--165--easter-egg-lorry-crash.png
169,166,Easter egg hunt,1,166,2,7.76,police,police,assets/icons/red/0169--166--easter-egg-hunt.png,assets/icons/yellow/0169--166--easter-egg-hunt.png,assets/icons/green/0169--166--easter-egg-hunt.png
170,167,Easter bunny on crane,1,167,3,10.18,fire,fire,assets/icons/red/0170--167--easter-bunny-on-crane.png,assets/icons/yellow/0170--167--easter-bunny-on-crane.png,assets/icons/green/0170--167--easter-bunny-on-crane.png
171,168,Trench Rescue,2,168 168/a,4,32.8,fire,rescue,assets/icons/red/0171--168--trench-rescue.png,assets/icons/yellow/0171--168--trench-rescue.png,assets/icons/green/0171--168--trench-rescue.png
172,169,Heathland fire - large,2,169 169/a,4,26.34,fire,fire,assets/icons/red/0172--169--heathland-fire-large.png,assets/icons/yellow/0172--169--heathland-fire-large.png,assets/icons/green/0172--169--heathland-fire-large.png
173,170,Anaphylaxis,1,170,3,11.46,ambulance,cardiac,assets/icons/red/0173--170--anaphylaxis.png,assets/icons/yellow/0173--170--anaphylaxis.png,assets/icons/green/0173--170--anaphylaxis.png
174,171,Thatched Cottage Chimney Fire,1,171,2,8.07,fire,fire,assets/icons/red/0174--171--thatched-cottage-chimney-fire.png,assets/icons/yellow/0174--171--thatched-cottage-chimney-fire.png,assets/icons/green/0174--171--thatched-cottage-chimney-fire.png
175,172,Commercial Burglary,1,172,2,7.48,police,crime,assets/icons/red/0175--172--commercial-burglary.png,assets/icons/yellow/0175--172--commercial-burglary.png,assets/icons/green/0175--172--commercial-burglary.png
176,173,Warehouse Fire - Major Incident,2,173 173/a,5,63.58,fire,fire,assets/icons/red/0176--173--warehouse-fire-major-incident.png,assets/icons/yellow/0176--173--warehouse-fire-major-incident.png,assets/icons/green/0176--173--warehouse-fire-major-incident.png
177,174,Warehouse Fire - Major Incident,0,,4,5.0,mixed,fire,assets/icons/red/0177--174--warehouse-fire-major-incident.png,assets/icons/yellow/0177--174--warehouse-fire-major-incident.png,assets/icons/green/0177--174--warehouse-fire-major-incident.png
178,175,Landfill fire,1,175,3,14.77,fire,fire,assets/icons/red/0178--175--landfill-fire.png,assets/icons/yellow/0178--175--landfill-fire.png,assets/icons/green/0178--175--landfill-fire.png
179,176,Possession of illegal weapons,1,176,2,8.78,police,crime,assets/icons/red/0179--176--possession-of-illegal-weapons.png,assets/icons/yellow/0179--176--possession-of-illegal-weapons.png,assets/icons/green/0179--176--possession-of-illegal-weapons.png
180,177,Large field fire,2,177 177/a,4,35.51,fire,fire,assets/icons/red/0180--177--large-field-fire.png,assets/icons/yellow/0180--177--large-field-fire.png,assets/icons/green/0180--177--large-field-fire.png
181,178,Medium forest fire,1,178,3,13.12,fire,fire,assets/icons/red/0181--178--medium-forest-fire.png,assets/icons/yellow/0181--178--medium-forest-fire.png,assets/icons/green/0181--178--medium-forest-fire.png
182,179,Hare Coursing,1,179,2,7.48,police,police,assets/icons/red/0182--179--hare-coursing.png,assets/icons/yellow/0182--179--hare-coursing.png,assets/icons/green/0182--179--hare-coursing.png
183,180,Fire involving Acetylene cylinders,1,180,2,8.81,fire,fire,assets/icons/red/0183--180--fire-involving-acetylene-cylinders.png,assets/icons/yellow/0183--180--fire-involving-acetylene-cylinders.png,assets/icons/green/0183--180--fire-involving-acetylene-cylinders.png
184,181,Flat Fire in High Rise,2,181 181/a,4,25.57,fire,fire,assets/icons/red/0184--181--flat-fire-in-high-rise.png,assets/icons/yellow/0184--181--flat-fire-in-high-rise.png,assets/icons/green/0184--181--flat-fire-in-high-rise.png
185,182,Flat Fire in High Rise - Persons Reported,2,182 182/a,4,37.18,fire,fire,assets/icons/red/0185--182--flat-fire-in-high-rise-persons-reported.png,assets/icons/yellow/0185--182--flat-fire-in-high-rise-persons-reported.png,assets/icons/green/0185--182--flat-fire-in-high-rise-persons-reported.png
186,183,Fire alarm activation in high rise premises,1,183,2,7.15,fire,fire,assets/icons/red/0186--183--fire-alarm-activation-in-high-rise-premises.png,assets/icons/yellow/0186--183--fire-alarm-activation-in-high-rise-premises.png,assets/icons/green/0186--183--fire-alarm-activation-in-high-rise-premises.png
187,184,Sunstroke,1,184,2,5.79,ambulance,medical,assets/icons/red/0187--184--sunstroke.png,assets/icons/yellow/0187--184--sunstroke.png,assets/icons/green/0187--184--sunstroke.png
188,185,Heat stroke,1,185,2,5.83,ambulance,medical,assets/icons/red/0188--185--heat-stroke.png,assets/icons/yellow/0188--185--heat-stroke.png,assets/icons/green/0188--185--heat-stroke.png
189,186,Heat cramp,1,186,2,5.82,ambulance,medical,assets/icons/red/0189--186--heat-cramp.png,assets/icons/yellow/0189--186--heat-cramp.png,assets/icons/green/0189--186--heat-cramp.png
190,187,Dehydrated person,1,187,2,5.82,ambulance,medical,assets/icons/red/0190--187--dehydrated-person.png,assets/icons/yellow/0190--187--dehydrated-person.png,assets/icons/green/0190--187--dehydrated-person.png
191,188,Barbecue fire,1,188,1,2.36,fire,fire,assets/icons/red/0191--188--barbecue-fire.png,assets/icons/yellow/0191--188--barbecue-fire.png,assets/icons/green/0191--188--barbecue-fire.png
192,189,Hotel fire (small),1,189,3,17.23,fire,fire,assets/icons/red/0192--189--hotel-fire-small.png,assets/icons/yellow/0192--189--hotel-fire-small.png,assets/icons/green/0192--189--hotel-fire-small.png
193,190,Hotel fire (medium),1,190,4,24.95,fire,fire,assets/icons/red/0193--190--hotel-fire-medium.png,assets/icons/yellow/0193--190--hotel-fire-medium.png,assets/icons/green/0193--190--hotel-fire-medium.png
194,191,Traffic light failure,1,191,1,1.88,police,police,assets/icons/red/0194--191--traffic-light-failure.png,assets/icons/yellow/0194--191--traffic-light-failure.png,assets/icons/green/0194--191--traffic-light-failure.png
195,192,Hotel fire (large),2,192 192/a,4,49.68,fire,fire,assets/icons/red/0195--192--hotel-fire-large.png,assets/icons/yellow/0195--192--hotel-fire-large.png,assets/icons/green/0195--192--hotel-fire-large.png
196,193,Hotel fire (major),4,193 193-0 193-1 193-2,5,92.77,fire,fire,assets/icons/red/0196--193--hotel-fire-major.png,assets/icons/yellow/0196--193--hotel-fire-major.png,assets/icons/green/0196--193--hotel-fire-major.png
197,194,Allergic reaction,1,194,2,4.92,ambulance,medical,assets/icons/red/0197--194--allergic-reaction.png,assets/icons/yellow/0197--194--allergic-reaction.png,assets/icons/green/0197--194--allergic-reaction.png
198,195,Flat Fire in Clad High Rise,2,195 195/a,4,30.08,fire,fire,assets/icons/red/0198--195--flat-fire-in-clad-high-rise.png,assets/icons/yellow/0198--195--flat-fire-in-clad-high-rise.png,assets/icons/green/0198--195--flat-fire-in-clad-high-rise.png
199,196,Flat Fire in Clad High Rise - Persons Reported,2,196 196/a,4,43.05,fire,fire,assets/icons/red/0199--196--flat-fire-in-clad-high-rise-persons-reported.png,assets/icons/yellow/0199--196--flat-fire-in-clad-high-rise-persons-reported.png,assets/icons/green/0199--196--flat-fire-in-clad-high-rise-persons-reported.png
200,197,Fire alarm activation in Clad High Rise premises,1,197,2,7.15,fire,fire,assets/icons/red/0200--197--fire-alarm-activation-in-clad-high-rise-premises.png,assets/icons/yellow/0200--197--fire-alarm-activation-in-clad-high-rise-premises.png,assets/icons/green/0200--197--fire-alarm-activation-in-clad-high-rise-premises.png
201,198,Large public disturbance,2,198 198/a,4,29.58,police,police,assets/icons/red/0201--198--large-public-disturbance.png,assets/icons/yellow/0201--198--large-public-disturbance.png,assets/icons/green/0201--198--large-public-disturbance.png
202,199,Possible sighting of wanted person,1,199,1,1.86,police,police,assets/icons/red/0202--199--possible-sighting-of-wanted-person.png,assets/icons/yellow/0202--199--possible-sighting-of-wanted-person.png,assets/icons/green/0202--199--possible-sighting-of-wanted-person.png
203,200,Possible sighting of wanted person with a violence markers,1,200,2,5.36,police,police,assets/icons/red/0203--200--possible-sighting-of-wanted-person-with-a-violence-markers.png,assets/icons/yellow/0203--200--possible-sighting-of-wanted-person-with-a-violence-markers.png,assets/icons/green/0203--200--possible-sighting-of-wanted-person-with-a-violence-markers.png
204,201,Possible sighting of wanted person with a firearms markers,1,201,2,5.92,police,fire,assets/icons/red/0204--201--possible-sighting-of-wanted-person-with-a-firearms-markers.png,assets/icons/yellow/0204--201--possible-sighting-of-wanted-person-with-a-firearms-markers.png,assets/icons/green/0204--201--possible-sighting-of-wanted-person-with-a-firearms-markers.png
205,202,Release of a person,1,202,1,1.79,fire,fire,assets/icons/red/0205--202--release-of-a-person.png,assets/icons/yellow/0205--202--release-of-a-person.png,assets/icons/green/0205--202--release-of-a-person.png
206,203,Release of an item from a person,1,203,1,1.79,fire,fire,assets/icons/red/0206--203--release-of-an-item-from-a-person.png,assets/icons/yellow/0206--203--release-of-an-item-from-a-person.png,assets/icons/green/0206--203--release-of-an-item-from-a-person.png
